cluster,total_pnl,win_rate,avg_size,avg_fee,trade_count
0,693029.186433,0.3899451208039561,22539.720975501496,4.868927091423232,7119.0
1,96507.10373675,0.34994618464935445,779.6948424125501,0.17765648855754007,13108.25
2,153294.610751,0.4145471437402244,4289.690784199349,0.8313881675900383,2581.2380952380954
3,1306542.3189953333,0.410982190703679,2964.190030862825,0.6078772170733295,25369.666666666668
